_id,PK,CCR,AGE,GENDER,RACE,ARRESTTIME,ARRESTLOCATION,OFFENSES,INCIDENTLOCATION,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
197,1975468,16164848,10,M,O,2016-09-01T18:10:00,"1000 Block Uvilla ST Pittsburgh, PA 15220",903 Criminal Conspiracy. / 3502 Burglary.,"1000 Block Chartiers AV Pittsburgh, PA 15220",Elliott,6,2020,2,5,-80.0406073,40.44420027
2392,1977536,16198244,10,M,B,2016-11-04T13:28:00,"600 Block 1ST AV PITTSBURGH, PA 15219",2702 Aggravated Assault. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,"800 Block RECTENWALD ST PITTSBURGH, PA 15210",Mount Oliver,3,1607,3,4,-79.97940289,40.40856969
2061,1977082,16196911,10,M,W,2016-10-27T13:47:00,Zone 2,2702 Aggravated Assault. / 5503 Disorderly Conduct.,Zone 4,,4,,,,,
6353,1982528,17032338,10,M,B,2017-03-10T10:05:00,"600 Block 1ST AV PITTSBURGH, PA 15219",2702 Aggravated Assault. / 2706 Terroristic Threats. / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,"6500 Block Lilac ST Pittsburgh, PA 15217",Squirrel Hill South,4,1414,5,3,-79.92373308,40.42309123
1523,1976395,16177538,10,M,W,2016-10-05T11:21:00,"600 Block 1ST AV PITTSBURGH, PA 15219",912 Possession of Weapon on School Property.,"ALGER ST PITTSBURGH, PA 15207",Greenfield,4,1516,5,3,-79.93886698,40.42712778
5924,1982008,17028916,10,M,W,2017-02-20T10:00:00,"600 Block 1ST AV PITTSBURGH, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST","2300 Block BRIGHTON RD PITTSBURGH, PA 15212",Marshall-Shadeland,1,2704,6,1,-80.02383854,40.46472734
5166,1981056,16208094,10,M,B,2016-11-07T12:41:00,"600 Block 1ST AV PITTSBURGH, PA 15219",2702 Aggravated Assault. / 5503 Disorderly Conduct.,"800 Block RECRENWALD ST PITTSBURGH, PA 15210",Mount Oliver,3,1607,,,0,0
4934,1980774,17015185,10,M,B,2017-01-25T15:30:00,"600 Block 1ST AV PITTSBURGH, PA 15219","2702 Aggravated Assault. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF","2900 Block SHERADEN BL PITTSBURGH, PA 15204",Sheraden,6,2018,2,5,-80.05405784,40.4533676
5212,1981120,17018849,10,M,B,2017-02-01T15:15:00,"600 Block 1ST AV PITTSBURGH, PA 15219",2702 Aggravated Assault. / 5503 Disorderly Conduct.,"800 Block RECTENWALD ST PITTSBURGH, PA 15210",Mount Oliver,3,1607,3,4,-79.97940289,40.40856969
2950,1978287,16188225,10,M,B,2016-10-12T08:00:00,"600 Block 1ST AV PITTSBURGH, PA 15219","903 Criminal Conspiracy. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF","800 Block RECTENWALD ST PITTSBURGH, PA 15210",Mount Oliver,3,1607,3,4,-79.97940289,40.40856969
1270,1976055,16178021,11,M,B,2016-09-27T09:40:00,"600 Block 1ST AV PITTSBURGH, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2709(a)(4) Harassment Communicates Prohibited Acts / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF","700 Block DUNSTER ST PITTSBURGH, PA 15226",Brookline,6,1917,4,4,-80.01190519,40.4021791
6411,1982620,17019045,11,M,B,2017-03-16T09:30:00,Zone 2,3121 Rape. / 3123 Involuntary Deviate Sexual Intercourse. / 3124.1 Sexual Assault,Zone 1,,1,,,,,
1693,1976606,16188204,11,M,B,2016-10-06T13:05:00,"600 Block 1ST AV PITTSBURGH, PA 15219","2702 Aggravated Assault. / 5503 Disorderly Conduct. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","2200 Block CENTRE AV PITTSBURGH, PA 15219",Middle Hill,2,501,6,3,-79.97598705,40.4451544
5326,1981270,17027659,11,M,B,2017-02-14T10:50:00,"600 Block Paulson AV Pittsburgh, PA 15206",3301 Arson ,"600 Block Paulson AV Pittsburgh, PA 15206",Larimer,5,1204,9,2,-79.91037099,40.46455482
3501,1979026,16229151,11,M,B,2016-12-19T09:05:00,"500 Block Marshall AV Pittsburgh, PA 15214",2702 Aggravated Assault.,"500 Block Marshall AV Pittsburgh, PA 15214",Perry South,1,2615,6,1,-80.01677284,40.47101228
5167,1981057,16209993,11,M,B,2016-11-07T12:55:00,"600 Block 1ST AV PITTSBURGH, PA 15219",2702 Aggravated Assault. / 5503 Disorderly Conduct.,"2300 Block BRIGHTON RD PITTSBURGH, PA 15212",Marshall-Shadeland,1,2704,6,1,-80.02383854,40.46472734
3187,1978597,16216392,11,M,W,2016-11-28T13:17:00,"600 Block 1ST AV PITTSBURGH, PA 15219",2702 Aggravated Assault. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,"2300 Block BRIGHTON RD PITTSBURGH, PA 15212",Marshall-Shadeland,1,2704,6,1,-80.02383854,40.46472734
4007,1979658,16236389,11,M,B,2016-12-27T10:38:00,"600 Block 1ST AV PITTSBURGH, PA 15219",2702 Aggravated Assault. / 2706 Terroristic Threats. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,"2300 Block BRIGHTON RD PITTSBURGH, PA 15212",Marshall-Shadeland,1,2704,6,1,-80.02383854,40.46472734
4359,1980097,17001452,11,M,B,2017-01-03T12:44:00,"600 Block 1ST AV PITTSBURGH, PA 15212",2702 Aggravated Assault. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,"2300 Block BRIGHTON RD PITTSBURGH, PA 15212",Marshall-Shadeland,1,2704,6,1,-80.02383854,40.46472734
2582,1977818,16210006,11,M,B,2016-11-07T12:40:00,"600 Block 1ST AV PITTSBURGH, PA 15219",2702 Aggravated Assault. / 9999 Miscellaneous Report (No Crime) / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,"2300 Block BRIGHTON RD PITTSBURGH, PA 15212",Marshall-Shadeland,1,2704,6,1,-80.02383854,40.46472734
2596,1977832,16211335,11,M,B,2016-11-09T12:15:00,"500 Block Marshall AV Pittsburgh, PA 15214",2702 Aggravated Assault. / 3304 Criminal Mischief.,"500 Block Marshall AV Pittsburgh, PA 15214",Perry South,1,2615,6,1,-80.01677284,40.47101228
966,1975667,16177390,11,M,W,2016-09-20T10:50:00,"600 Block 1st AV Pittsburgh, PA 15219",2702 Aggravated Assault.,"500 Block Marshall AV Pittsburgh, PA 15214",Perry South,1,2615,6,1,-80.01677284,40.47101228
3725,1979296,16231264,12,M,B,2016-12-19T09:14:00,"600 Block 1ST AV PITTSBURGH, PA 15219",2702 Aggravated Assault. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,"1000 Block PERALTA ST PITTSBURGH, PA 15212",East Allegheny,1,2304,1,1,-79.99359036,40.45611145
6857,1983134,17050686,12,M,B,2017-03-21T14:15:00,Zone 1,2702 Aggravated Assault.,Zone 1,,1,,,,,
3404,1978905,16224641,12,M,B,2016-12-05T08:00:00,"600 Block 1ST AV PITTSBURGH, PA 15219","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF / 3503(b)(1)(i) Actual Communication","1100 Block N MURTLAND ST PITTSBURGH, PA 15208",Homewood West,5,1207,9,2,-79.90014173,40.46041084
1683,1976596,16185926,12,M,B,2016-10-06T10:05:00,"600 Block 1st AV Pittsburgh, PA 15219",4106 Access Device Fraud / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,"1000 Block Western AV Pittsburgh, PA 15233",Chateau,1,2108,6,1,-80.01894947,40.45156448
3500,1979025,16228410,12,M,B,2016-12-07T14:20:00,"3100 Block Landis ST Pittsburgh, PA 15204",3301 Arson  / 3302 Causing or Risking Catastrophe.,"3100 Block Landis ST Pittsburgh, PA 15204",Sheraden,6,2018,2,5,-80.05559692,40.45647359
6808,1983080,17033702,12,M,B,2017-03-13T14:24:00,"600 Block 1ST AV PITTSBURGH, PA 15219",13(a)(31) Marijuana: Possession Small Amount,"3500 Block FLEMING AV PITTSBURGH, PA 15212",Brighton Heights,1,2703,1,1,-80.03847454,40.47858752
4113,1979810,16233177,12,M,B,2016-12-20T15:08:00,"600 Block 1ST AV PITTSBURGH, PA 15219",912 Possession of Weapon on School Property.,"2900 Block SHERADEN BL PITTSBURGH, PA 15204",Sheraden,6,2018,2,5,-80.05405784,40.4533676
3986,1979637,16233191,12,M,B,2016-12-15T09:00:00,"600 Block 1ST AV PITTSBURGH, PA 15219",4905 False Alarms to Agencies of Public Safety.,"2300 Block BRIGHTON RD PITTSBURGH, PA 15212",Marshall-Shadeland,1,2704,6,1,-80.02383854,40.46472734
298,1975467,16164848,12,M,B,2016-09-01T18:00:00,"1000 Block Uvilla ST Pittsburgh, PA 15220",903 Criminal Conspiracy. / 3502 Burglary.,"1000 Block Chartiers AV Pittsburgh, PA 15220",Elliott,6,2020,2,5,-80.0406073,40.44420027
2588,1977824,16210710,12,M,B,2016-11-08T14:00:00,"600 Block 1ST AV PITTSBURGH, PA 15219","903 Criminal Conspiracy. / 5517 Unauthorized School Bus Entry / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF","700 Block DUNSTER ST PITTSBURGH, PA 15226",Brookline,6,1917,4,4,-80.01190519,40.4021791
2589,1977825,16210710,12,M,U,2016-11-08T14:00:00,"600 Block 1ST AV PITTSBURGH, PA 15219","903 Criminal Conspiracy. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF","700 Block DUNSTER ST PITTSBURGH, PA 15226",Brookline,6,1917,4,4,-80.01190519,40.4021791
1701,1976614,16188225,12,M,B,2016-10-12T08:00:00,"600 Block 1ST AV PITTSBURGH, PA 15219","903 Criminal Conspiracy. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF","800 Block RECTENWALD ST PITTSBURGH, PA 15210",Mount Oliver,3,1607,3,4,-79.97940289,40.40856969
5172,1981062,17000230,12,M,B,2017-02-09T09:30:00,"400 Block Grant ST Pittsburgh, PA 15219",903 Criminal Conspiracy. / 3304 Criminal Mischief.,"Rochelle ST & Grimes AV Pittsburgh, PA 15210",Knoxville,3,3001,3,4,-79.99301543,40.41503997
730,1974678,16158860,12,M,B,2016-08-24T12:34:00,"Stafford ST & Narcissus AV Pittsburgh, PA 15204",6106 Firearms not to be Carried without a License. / 607.13 Penalties for Discharging Firearms or Air Guns / 6110.1 Possesion of Firearm by Minor / 2707.1 Discharge of a Firearm into Occupied Structure,"Stafford ST & Narcissus AV Pittsburgh, PA 15204",Sheraden,6,2018,2,5,-80.04971671,40.45595973
2064,1977085,16198106,12,M,B,2016-10-24T14:30:00,"600 Block 1ST AV PITTSBURGH, PA 15219",13(a)(31) Marijuana: Possession Small Amount / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,"800 Block RECTENWALD ST PITTSBURGH, PA 15210",Mount Oliver,3,1607,3,4,-79.97940289,40.40856969
6352,1982527,17030420,12,M,B,2017-03-14T10:39:00,"800 Block Rockland AV Pittsburgh, PA 15216","2701 Simple Assault. / 2702 Aggravated Assault. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","800 Block Tropical AV Pittsburgh, PA 15216",Beechview,6,1916,4,5,-80.02486125,40.42420695
6354,1982529,17032338,12,M,B,2017-03-10T10:05:00,"600 Block 1ST AV PITTSBURGH, PA 15219",5502 Failure of Disorderly Persons to Disperse  / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,"6500 Block Lilac ST Pittsburgh, PA 15217",Squirrel Hill South,4,1414,5,3,-79.92373308,40.42309123
1272,1976057,16179454,12,M,B,2016-09-26T10:30:00,"600 Block 1ST AV PITTSBURGH, PA 15219",912 Possession of Weapon on School Property.,"800 Block RECTENWALD ST PITTSBURGH, PA 15210",Mount Oliver,3,1607,3,4,-79.97940289,40.40856969
5174,1981064,17008366,12,M,B,2017-02-10T13:00:00,"7100 Block Highland DR Pittsburgh, PA 15206",903 Criminal Conspiracy. / 3701 Robbery.,"500 Block Brownsville RD Pittsburgh, PA 15210",Knoxville,3,3001,3,4,-79.98984514,40.41195772
5175,1981065,17008366,12,M,B,2017-02-09T09:30:00,"400 Block Grant ST Pittsburgh, PA 15219",903 Criminal Conspiracy. / 3701 Robbery.,"500 Block Brownsville RD Pittsburgh, PA 15210",Knoxville,3,3001,3,4,-79.98984514,40.41195772
5170,1981060,16239287,12,M,B,2017-02-08T09:30:00,"40 Block Amanda ST Pittsburgh, PA 15210",903 Criminal Conspiracy. / 3701 Robbery.,"Ibis WY & Dove WY Pittsburgh, PA 15210",Knoxville,3,3001,3,4,-79.98854796,40.41479026
5171,1981061,17000230,12,M,B,2017-02-08T09:30:00,Zone 3,903 Criminal Conspiracy. / 3304 Criminal Mischief.,Zone 3,,3,,,,,
5169,1981059,16239287,12,M,B,2017-02-09T09:30:00,"400 Block Grant ST Pittsburgh, PA 15219",903 Criminal Conspiracy. / 3701 Robbery.,"Ibis WY & Dove WY Pittsburgh, PA 15210",Knoxville,3,3001,3,4,-79.98854796,40.41479026
6355,1982530,17036806,12,M,B,2017-03-10T09:10:00,"600 Block 1ST AV PITTSBURGH, PA 15219",2702 Aggravated Assault. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,"2300 Block BRIGHTON RD PITTSBURGH, PA 15212",Marshall-Shadeland,1,2704,6,1,-80.02383854,40.46472734
1259,1976043,16184260,12,M,B,2016-09-30T11:00:00,"600 Block 1ST AV PITTSBURGH, PA 15219","2702 Aggravated Assault. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF","2900 Block SHERADEN BL PITTSBURGH, PA 15204",Sheraden,6,2018,2,5,-80.05405784,40.4533676
671,1975380,16157283,12,M,W,2016-09-13T10:47:00,"600 Block 1st AV Pittsburgh, PA 15219","903 Criminal Conspiracy. / 2701 Simple Assault. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another","Alter ST & Doolittle ST Pittsburgh, PA 15205",East Carnegie,6,2805,2,5,-80.07481143,40.41497073
3402,1978903,16223042,13,M,B,2016-12-12T16:07:00,"40 Block Auburn ST Pittsburgh, PA 15206",2702 Aggravated Assault. / 3701 Robbery.,"200 Block N Highland AV Pittsburgh, PA 15206",East Liberty,5,1115,8,2,-79.92543474,40.45853284
1278,1976063,16182180,13,M,B,2016-09-26T14:55:00,"3100 Block Landis ST Pittsburgh, PA 15204",2701 Simple Assault.,"3100 Block Landis ST Pittsburgh, PA 15204",Sheraden,6,2018,2,5,-80.05559692,40.45647359
1280,1976065,16183563,13,M,B,2016-09-28T16:08:00,"20 Block Jennings CT Pittsburgh, PA 15206",2702 Aggravated Assault. / 2706 Terroristic Threats.,"20 Block Jennings CT Pittsburgh, PA 15206",East Liberty,5,1115,9,2,-79.91953678,40.46097723
3720,1979291,16198940,13,M,B,2016-12-21T08:45:00,Zone 2,3121 Rape. / 3123 Involuntary Deviate Sexual Intercourse. / 3125 Aggravated Indecent Assault. / 3124.1 Sexual Assault,Zone 5,,5,,,,,
3400,1978901,16223033,13,M,B,2016-12-12T16:07:00,"40 Block Auburn ST Pittsburgh, PA 15206",2702 Aggravated Assault. / 3701 Robbery.,"6100 Block Station ST Pittsburgh, PA 15206",East Liberty,5,1115,9,2,-79.92235581,40.4631915
3452,1978957,16231498,13,M,B,2016-12-12T16:07:00,"40 Block Auburn ST Pittsburgh, PA 15206",6110.1 Possesion of Firearm by Minor,"40 Block Auburn ST Pittsburgh, PA 15206",Larimer,5,1204,9,2,-79.91678996,40.463793
5198,1981088,17015416,13,M,B,2017-02-08T12:44:00,"3100 Block Landis ST Pittsburgh, PA 15204",4906 False Reports to Law Enforcement Authorities. / 2709 Harassment (Non-Specific),"3100 Block Landis ST Pittsburgh, PA 15204",Sheraden,6,2018,2,5,-80.05559692,40.45647359
5337,1981281,17024329,13,M,B,2017-02-08T20:45:00,"Antrim ST & Fleming AV Pittsburgh, PA 15212",2701 Simple Assault. / 2702 Aggravated Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 5105 Hindering Apprehension or Prosecution. / 2703.1 Aggravated Harassment by Prisoner,"Antrim ST & Fleming AV Pittsburgh, PA 15212",Brighton Heights,1,2703,1,1,-80.03753787,40.47527789
3985,1979636,16232666,13,M,W,2016-12-14T14:30:00,"600 Block 1S T AV PITTSBURGH, PA 15219",13(a)(16) Possession of Controlled Substance,"ALGER ST PITTSBURGH, PA 15207",Greenfield,4,1516,5,3,-79.93886698,40.42712778
3992,1979643,16242472,13,M,W,2016-12-31T16:30:00,"50 Block Haberman AV Pittsburgh, PA 15211",2701 Simple Assault.,"50 Block Haberman AV Pittsburgh, PA 15211",Mount Washington,3,1807,3,5,-80.00295794,40.42532602
3998,1979649,16219592,13,M,B,2016-12-27T15:12:00,"600 Block 1ST AV PITTSBURGH, PA 15219",912 Possession of Weapon on School Property.,"2900 Block SHERADEN BL PITTSBURGH, PA 15204",Sheraden,6,2018,2,5,-80.05405784,40.4533676
393,1975522,16172598,13,M,W,2016-09-12T20:35:00,"600 Block 1st AV Pittsburgh, PA 15219",3503 Criminal Trespass,"700 Block Greenfield AV Pittsburgh, PA 15217",Greenfield,4,1517,5,3,-79.93814526,40.4250358
569,1975378,16145761,13,M,B,2016-09-13T11:00:00,"600 Block 1st AV Pittsburgh, PA 15219",3502 Burglary.,"1400 Block Lowrie ST Pittsburgh, PA 15212",Troy Hill-Herrs Island,1,2406,1,1,-79.98587703,40.46076942
1244,1976028,16173379,13,M,B,2016-09-13T15:35:00,"3100 Block CENTRE AV PITTSBURGH, PA 15219",2702 Aggravated Assault. / 3503(b)(1)(i) Actual Communication,"3100 Block CENTRE AV PITTSBURGH, PA 15219",Upper Hill,2,506,6,3,-79.96203958,40.44888617
5974,1982058,17035398,13,M,B,2017-02-25T21:00:00,"Overbrook BL & Valera ST Pittsburgh, PA 15210",903 Criminal Conspiracy. / 907 Possessing Instruments of Crime. / 2706 Terroristic Threats. / 607.07 Carrying Fascimiles of Firearms Prohibited / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,"50 Block Meritt AV Pittsburgh, PA 15227",Carrick,3,2904,4,4,-79.97988378,40.38373734
507,1975028,16144201,13,M,B,2016-08-31T15:34:00,"7200 Block Frankstown AV Pittsburgh, PA 15208",2701(a)(3) Simple Assault - Attempts by Physical Menace ,"N Lang AV & Kelly ST Pittsburgh, PA 15208",Homewood South,5,1303,9,2,-79.89925601,40.4560354
4120,1979817,16223042,13,M,B,2017-01-12T15:30:00,"800 Block Arch ST Pittsburgh, PA 15212",903 Criminal Conspiracy. / 2702 Aggravated Assault. / 3701 Robbery.,"200 Block N Highland AV Pittsburgh, PA 15206",East Liberty,5,1115,8,2,-79.92543474,40.45853284
5181,1981071,17013093,13,M,W,2017-02-09T09:45:00,"600 Block 1st AV Pittsburgh, PA 15203",2702 Aggravated Assault. / 2706 Terroristic Threats. / 2902 Unlawful Restraint.,"200 Block Parkfield ST Pittsburgh, PA 15210",Carrick,3,2904,4,4,-79.99041093,40.39199231
40,1975502,16146596,13,M,B,2016-09-13T11:00:00,"600 Block 1st AV Pittsburgh, PA 15219",3502 Burglary.,"1400 Block Lowrie ST Pittsburgh, PA 15212",Troy Hill-Herrs Island,1,2406,1,1,-79.98587703,40.46076942
1974,1976975,16192355,13,M,B,2016-10-17T10:52:00,"600 Block 1ST AV PITTSBURGH, PA 15219",2701 Simple Assault. / 5503 Disorderly Conduct.,"2300 Block BRIGHTON RD PITTSBURGH, PA 15212",Marshall-Shadeland,1,2704,6,1,-80.02383854,40.46472734
6300,1982470,17038340,13,M,B,2017-03-08T13:40:00,"600 Block 1st AV Pittsburgh, PA 15219",903 Criminal Conspiracy. / 2902 Unlawful Restraint. / 2906 Criminal Coercion. / 607.07 Carrying Fascimiles of Firearms Prohibited / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,"Greenway Middle School lot Pittsburgh, PA 15220",Esplen,6,2017,,,0,0
6027,1982116,17018367,13,M,B,2017-02-13T12:08:00,"600 Block 1ST AV PITTSBURGH, PA 15219",3921 Theft by Unlawful Taking or Disposition.,"7100 Block REYNOLDS ST PITTSBURGH, PA 15208",Point Breeze,4,1406,9,3,-79.90539294,40.44659526
6028,1982117,17019004,13,M,W,2017-02-13T15:00:00,"600 Block 1ST AV PITTSBURGH, PA 15219",912 Possession of Weapon on School Property.,"ALGER ST PITTSBURGH, PA 15207",Greenfield,4,1516,5,3,-79.93886698,40.42712778
1527,1976399,16186703,13,M,B,2016-10-03T13:05:00,"600 Block 1ST AV PITTSBURGH, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF","800 Block RECTENWALD ST PITTSBURGH, PA 15210",Mount Oliver,3,1607,3,4,-79.97940289,40.40856969
3988,1979639,16236327,13,M,O,2016-12-21T11:30:00,"600 Block 1ST AV PITTSBURGH, PA 15219",2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,"1400 Block CHARTIERS AV PITTSBURGH, PA 15204",Crafton Heights,6,2814,2,5,-80.04473742,40.44955726
4552,1980316,16208440,13,M,B,2017-01-24T11:05:00,"600 Block 1st AV Pittsburgh, PA 15219",3502 Burglary.,"2200 Block Wilner DR Pittsburgh, PA 15221",East Hills,5,1306,9,2,-79.86682966,40.45338758
6291,1982461,17042336,13,M,B,2017-03-09T13:45:00,"600 Block 1st AV Pittsburgh, PA 15219",3304 Criminal Mischief. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,"1200 Block Lakewood ST Pittsburgh, PA 15220",Elliott,6,2020,2,5,-80.04114714,40.44795566
