_id,PK,CCR,AGE,GENDER,RACE,ARRESTTIME,ARRESTLOCATION,OFFENSES,INCIDENTLOCATION,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
4732,1980516,17009970,32,M,O,2017-01-17T07:30:00,"1700 Block E Carson ST Pittsburgh, PA 15203",2701 Simple Assault.,"1700 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.98186901,40.4285852
3294,1978736,16219660,22,M,O,2016-11-22T17:10:00,"Middle ST & Foreland ST Pittsburgh, PA 15212",902 Criminal Solicitation. / 5902(e) Patronizing a Prostitute,"Middle ST & Foreland ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-79.99938941,40.45456873
197,1975468,16164848,10,M,O,2016-09-01T18:10:00,"1000 Block Uvilla ST Pittsburgh, PA 15220",903 Criminal Conspiracy. / 3502 Burglary.,"1000 Block Chartiers AV Pittsburgh, PA 15220",Elliott,6,2020,2,5,-80.0406073,40.44420027
2229,1977308,16173307,,M,O,2016-09-13T16:08:00,"1600 Block E Carson ST Pittsburgh, PA 15203",2701 Simple Assault. / 4912 Impersonating a Public Servant. / 5104 Resisting Arrest or Other Law Enforcement. / 5503 Disorderly Conduct. / 5505 Public Drunkenness / 2709 Harassment (Non-Specific),"1600 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.98264653,40.42874675
6057,1982157,16049204,18,M,O,2017-03-04T21:51:00,"200 Block Bonvue ST Pittsburgh, PA 15214","2702 Aggravated Assault. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","3400 Block Fleming AV Pittsburgh, PA 15212",Brighton Heights,1,2703,1,1,-80.03815717,40.47698002
3988,1979639,16236327,13,M,O,2016-12-21T11:30:00,"600 Block 1ST AV PITTSBURGH, PA 15219",2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,"1400 Block CHARTIERS AV PITTSBURGH, PA 15204",Crafton Heights,6,2814,2,5,-80.04473742,40.44955726
6098,1982208,17036498,24,M,O,2017-02-27T17:45:00,"Bigelow BL & Herron AV Pittsburgh, PA 15219","3925 Receiving Stolen Property. / 1301 Registration and Certificate of Title Required. / 1501 Drivers Required to be Licensed. / 1784 Proof of Financial Responsibility Following Violation. / 7122 Altered, Forged or Counterfeit Documents and Plates","UNKNOWN INDIANAPOLIS, IN ",Outside State,OSC,7799,,,0,0
6128,1982245,17038276,58,M,O,2017-03-02T10:34:00,"5500 Block Butler ST Pittsburgh, PA 15201",1543 Driving While Operating Privilege is Suspended or Revoked. / 3736 Reckless Driving / 13(a)(31) Marijuana: Possession Small Amount / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,"5500 Block Butler ST Pittsburgh, PA 15201",Upper Lawrenceville,2,1011,7,2,-79.94861618,40.48322108
2631,1977877,16207569,54,M,O,2016-11-19T15:45:00,Zone 2,3121 Rape. / 3125 Aggravated Indecent Assault. / 3126 Indecent Assault. / 4302 Incest. / 6301 Corruption of Minors. / 6318 Unlawful Contact/Communication w/ Minor,Zone 5,,5,,,,,
417,1975474,16142400,33,M,O,2016-09-19T09:20:00,"600 Block First AV Pittsburgh, PA 15219",2702 Aggravated Assault. / 5505 Public Drunkenness / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,"300 Block E North AV Pittsburgh, PA 15212",Allegheny Center,1,2204,1,1,-80.00964027,40.45494869
3367,1978839,16220570,22,M,O,2016-11-24T01:21:00,"1600 Block E Carson ST Pittsburgh, PA 15203",5505 Public Drunkenness / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST / 3503(b)(1)(i) Actual Communication,"1600 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.98264653,40.42874675
6439,1982648,17006652,29,M,O,2017-03-06T15:45:00,"900 Block 2nd AV Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"Boggs AV & W Warrington AV Pittsburgh, PA 15226",Mount Washington,3,1915,4,5,-80.0110922,40.41560949
4343,1980081,17001906,29,M,O,2017-01-04T03:53:00,"900 Block Saw Mill Run BL Pittsburgh, PA 15226",1786 Required Financial Responsibility. / 3802(a)(1) DUI - General Impairment,"900 Block Saw Mill Run BL Pittsburgh, PA 15226",Bon Air,3,1806,2,5,-80.02301213,40.42665563
6221,1982372,17021828,,M,O,2017-02-04T21:20:00,"400 Block 7th AV Pittsburgh, PA 15219",5505 Public Drunkenness / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,"400 Block 7th AV Pittsburgh, PA 15219",Central Business District,2,201,6,6,-79.9966139,40.44268976
6226,1982377,17040617,21,M,O,2017-03-05T20:06:00,"Saw Mill Run BL & Bausman ST Pittsburgh, PA 15226",3714 Careless Driving / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,"Saw Mill Run BL & Bausman ST Pittsburgh, PA 15226",Bon Air,3,1806,4,4,-80.00602827,40.41111529
5282,1981212,16203068,39,M,O,2017-02-15T06:30:00,"100 Block Nobles LANE Pittsburgh, PA 15210",2701 Simple Assault. / 3701 Robbery. / 2709(b) Stalking / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,"S 18th ST & Mt Oliver ST Pittsburgh, PA 15210",South Side Slopes,3,1706,3,4,-79.98633739,40.41808765
541,1975383,15225142,52,M,O,2016-09-13T20:00:00,"600 Block 1st AV Pittsburgh, PA 15219",3743 Accidents Involving Damage to Attended Veh. or Property,"5100 Block Margaret Morrison ST Pittsburgh, PA 15213",Squirrel Hill North,4,1401,5,3,-79.94148606,40.44166849
2590,1977826,16211293,15,M,O,2016-11-09T10:00:00,"600 Block 1ST AV PITTSBURGH, PA 15219","5503 Disorderly Conduct. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","1900 Block CLAYTON AV PITTSBURGH, PA 15214",Perry South,1,2614,6,1,-80.01041272,40.46176709
6624,1982853,17045874,21,M,O,2017-03-13T22:39:00,"1500 Block E Carson ST Pittsburgh, PA 15203",2706 Terroristic Threats. / 3304 Criminal Mischief. / 5503 Disorderly Conduct. / 5505 Public Drunkenness / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,"1500 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.98330671,40.42868483
3371,1978843,16220626,24,M,O,2016-11-24T03:15:00,"2500 Block West Liberty AV Pittsburgh, PA 15226",3802(a)(1) DUI - General Impairment,"2500 Block West Liberty AV Pittsburgh, PA 15226",Beechview,6,1920,4,5,-80.02549344,40.39918465
2655,1977901,16207697,40,M,O,2016-11-03T19:15:00,"3000 Block Marshall RD Pittsburgh, PA 15214",907 Possessing Instruments of Crime. / 2706 Terroristic Threats. / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"3000 Block Marshall RD Pittsburgh, PA 15214",Perry South,1,2615,1,1,-80.01494751,40.47605942
6467,1982679,17044646,32,M,O,2017-03-11T20:24:00,"1100 Block E Carson ST Pittsburgh, PA 15203",13(a)(32) Paraphernalia - Use or Possession,"1100 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.98731788,40.42856797
5407,1981361,17021356,22,M,O,2017-02-04T01:45:00,"1700 Block E Carson ST Pittsburgh, PA 15203",5104 Resisting Arrest or Other Law Enforcement. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,"1700 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.98186901,40.4285852
2733,1978007,16208409,34,M,O,2016-11-04T20:10:00,"Bigelow BL & Herron AV Pittsburgh, PA 15219",3714 Careless Driving / 3802(a)(1) DUI - General Impairment,"Bigelow BL & Herron AV Pittsburgh, PA 15219",Strip District,2,203,7,6,-79.96593987,40.45576815
1739,1976679,16188268,32,M,O,2016-10-05T13:02:00,"100 Block Shiloh ST Pittsburgh, PA 15211",5104 Resisting Arrest or Other Law Enforcement. / 5121 Escape. / 7513 Restriction on Alcoholic Beverages - Open Container / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,"100 Block Shiloh ST Pittsburgh, PA 15211",Mount Washington,3,1914,2,5,-80.00669851,40.43157857
2618,1977863,16208056,15,M,O,2016-11-16T12:55:00,"600 Block 1ST AV PITTSBURGH, PA 15219",13(a)(31) Marijuana: Possession Small Amount,"500 Block CRANE AV PITTSBURGH, PA 15216",Beechview,5,1916,4,5,-80.01823348,40.41698861
6573,1982788,17048215,19,M,O,2017-03-17T17:15:00,"1500 Block Brighton RD Pittsburgh, PA 15212",9501 Bench Warrant,"1500 Block Brighton RD Pittsburgh, PA 15212",California-Kirkbride,1,2507,6,1,-80.01651556,40.45651505
4539,1980302,17009652,30,M,O,2017-01-20T19:00:00,"Veterans WY Pittsburgh, PA 15106",3922 Theft by Deception.,"Gateway CTR Pittsburgh, PA 15222",Central Business District,2,201,,,-78.67832222,39.7538486
4542,1980305,17006652,28,M,O,2017-01-11T22:38:00,"Boggs AV & W Warrington AV Pittsburgh, PA 15226",4910 Tampering with or Fabricating Physical Evidence. / 3323 Stop Signs and Yield Signs. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"Boggs AV & W Warrington AV Pittsburgh, PA 15226",Mount Washington,3,1915,4,5,-80.0110922,40.41560949
5063,1980928,17019224,28,M,O,2017-01-31T21:00:00,"1800 Block Brett ST Pittsburgh, PA 15205",2702 Aggravated Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,"1800 Block Brett ST Pittsburgh, PA 15205",Westwood,6,2811,2,5,-80.05719062,40.43094664
2852,1978160,16212972,22,M,O,2016-11-12T00:55:00,"10th St BRDG & 2nd AV Pittsburgh, PA 15203",1301 Registration and Certificate of Title Required. / 1786 Required Financial Responsibility. / 3308 One-Way Roadways and Rotary Traffic Islands. / 3733 Fleeing or Attempting to Elude Police Officer / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment,"Bingham ST & S 14th ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.98414209,40.42944865
6615,1982844,17045751,32,M,O,2017-03-13T17:20:00,"Pioneer AV & Cadet AV Pittsburgh, PA 15226",9501 Bench Warrant,"Pioneer AV & Cadet AV Pittsburgh, PA 15226",Brookline,6,1917,4,4,-80.00949872,40.41171402
6033,1982122,17024569,13,M,O,2017-02-15T08:08:00,"600 Block 1ST AV PITTSBURGH, PA 15219",912 Possession of Weapon on School Property.,"ALGER ST PITTSBURGH, PA 15207",Greenfield,4,1516,5,3,-79.93886698,40.42712778
3629,1979190,16230149,28,M,O,2016-12-15T04:00:00,"600 Block 1st AV Pittsburgh, PA 15219",3503(b)(1)(i) Actual Communication,"400 Block Smithfield ST Pittsburgh, PA 15222",Central Business District,2,201,6,6,-79.99946609,40.43872176
4800,1980618,17012784,33,M,O,2017-01-21T13:45:00,"Liberty AV & Commonwealth PL Pittsburgh, PA 15222",907 Possessing Instruments of Crime. / 5902(a)(1) Prostitution ,"Liberty AV & Commonwealth PL Pittsburgh, PA 15222",Central Business District,2,201,6,6,-80.00675198,40.44084198
5307,1981237,17021184,30,M,O,2017-02-04T11:30:00,"600 Block First AV Pittsburgh, PA 15219",3743 Accidents Involving Damage to Attended Veh. or Property,"Warriors RD & Shadyhill RD Pittsburgh, PA 15205",Westwood,6,2811,2,5,-80.04924488,40.432129
4965,1980805,17014847,33,M,O,2017-01-24T21:45:00,"7100 Block Idlewild ST Pittsburgh, PA 15208",3925 Receiving Stolen Property. / 13(a)(16) Possession of Controlled Substance,"DORMONT DORMONT, PA ",Outside City,OSC,5599,,,0,0
3097,1978477,16211314,13,M,O,2016-11-09T11:00:00,"600 Block 1ST AV PITTSBURGH, PA 15219",13(a)(31) Marijuana: Possession Small Amount,"ALGER ST PITTSBURGH, PA 15207",Greenfield,4,1516,5,3,-79.93886698,40.42712778
4994,1980841,17015977,30,M,O,2017-01-26T16:00:00,"Bigelow SQ Pittsburgh, PA 15219",902 Criminal Solicitation. / 907 Possessing Instruments of Crime. / 5902(e) Patronizing a Prostitute,"Bigelow SQ Pittsburgh, PA 15219",Central Business District,2,201,6,6,-79.99440381,40.44078618
6918,1983228,17057123,25,M,O,2017-03-30T15:04:00,"200 Block 6th AV Pittsburgh, PA 15222",3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,"200 Block 6th AV Pittsburgh, PA 15222",Central Business District,2,201,6,6,-80.00021539,40.44227613
6930,1983240,16237230,39,M,O,2017-03-27T10:50:00,"600 Block 1st AV Pittsburgh, PA 15219",2709(b) Stalking,"2200 Block Broadway AV Pittsburgh, PA 15216",Beechview,6,1920,4,5,-80.03067963,40.40378173
3652,1979216,16230947,21,M,O,2016-12-11T15:29:00,"200 Block 43rd ST Pittsburgh, PA 15201",901 Criminal Attempt / 903 Criminal Conspiracy. / 907 Possessing Instruments of Crime. / 2702 Aggravated Assault. / 5505 Public Drunkenness,"200 Block 43rd ST Pittsburgh, PA 15201",Central Lawrenceville,2,902,7,2,-79.96066475,40.47078401
1219,1976002,16171556,24,M,O,2016-09-11T01:49:00,"1700 Block E Carson ST Pittsburgh, PA 15203",2702 Aggravated Assault. / 5505 Public Drunkenness / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,"1700 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.98186901,40.4285852
1485,1976309,16182240,31,M,O,2016-09-27T19:56:00,"200 Block Meritt AV Pittsburgh, PA 15227",2701 Simple Assault. / 3502 Burglary.,"5400 Block Mere ST Pittsburgh, PA 15207",Lincoln Place,4,3102,5,3,-79.91421586,40.369552
1616,1976501,16078595,51,M,O,2016-10-13T12:00:00,"600 Block 1st AV Pittsburgh, PA 15219",3927 Theft by Failure to Make Required Disp. of Funds,"200 Block N DITHRIDGE ST Pittsburgh, PA 15213",North Oakland,4,507,8,3,-79.95169208,40.44931132
